time,u
0.0,-0.08373820577545929
0.025252525252525252,-0.01889811641542843
0.050505050505050504,0.0463070788939635
0.07575757575757576,0.08871735835750917
0.10101010101010101,0.10466575283264688
0.12626262626262627,0.09845055520470843
0.15151515151515152,0.07662794524292858
0.17676767676767677,0.045467700436015925
0.20202020202020202,0.0100352060441055
0.22727272727272727,-0.025958621856654176
0.25252525252525254,-0.0599942735518819
0.2777777777777778,-0.09049038187226606
0.30303030303030304,-0.1165573100310313
0.3282828282828283,-0.13779141064338934
0.35353535353535354,-0.1541152902448562
0.3787878787878788,-0.16565866478860997
0.40404040404040403,-0.1726717602857413
0.4292929292929293,-0.1754637315253865
0.45454545454545453,-0.17435995175070826
0.4797979797979798,-0.16967337476260566
0.5050505050505051,-0.1616862411696608
0.5303030303030303,-0.15063919638719692
0.5555555555555556,-0.13672548179780497
0.5808080808080808,-0.12008832198484591
0.6060606060606061,-0.10082000832184894
0.6313131313131313,-0.07896149969130856
0.6565656565656566,-0.05450163595704348
0.6818181818181818,-0.027375286517596364
0.7070707070707071,0.002540084967649936
0.7323232323232323,0.035429915005375796
0.7575757575757576,0.07155072921501791
0.7828282828282828,0.11124215867100387
0.8080808080808081,0.15494488812296478
0.8333333333333334,0.2032280488892388
0.8585858585858586,0.2568307180740646
0.8838383838383839,0.31672064703775527
0.9090909090909091,0.3841629924549841
0.9343434343434344,0.46076005617774696
0.9595959595959596,0.5483485483176962
0.9848484848484849,0.6484965073332418
1.0101010101010102,0.7611134774759528
1.0353535353535352,0.8814357615308221
1.0606060606060606,0.9946974452708791
1.0858585858585859,1.0692483882235493
1.1111111111111112,1.0544273740325998
1.1363636363636362,0.9011717900357561
1.1616161616161615,0.6242316085609114
1.1868686868686869,0.36395063749445916
1.2121212121212122,0.33482011902784814
1.2373737373737375,0.3934953413632285
1.2626262626262625,0.213074774192589
1.2878787878787878,-0.15929912206836536
1.3131313131313131,-0.5907743094178763
1.3383838383838385,-0.9547425930185418
1.3636363636363635,-1.1749581226926271
1.3888888888888888,-1.224827255416849
1.4141414141414141,-1.125965963498083
1.4393939393939394,-0.9335851232979652
1.4646464646464645,-0.7077564318651769
1.4898989898989898,-0.4918723624426193
1.5151515151515151,-0.30829275116268706
1.5404040404040404,-0.1642123410759406
1.5656565656565655,-0.058706582577311754
1.5909090909090908,0.012825145999809003
1.6161616161616161,0.056702918288907965
1.6414141414141414,0.08024070863082433
1.6666666666666667,0.09126786895159085
1.6919191919191918,0.09748322197055967
1.7171717171717171,0.10563543941574398
1.7424242424242424,0.12070785247870533
1.7676767676767677,0.14532289530162476
1.7929292929292928,0.1795354399987414
1.8181818181818181,0.22107966659754943
1.8434343434343434,0.2659982188768218
1.8686868686868687,0.3094746887881645
1.8939393939393938,0.3466685782767251
1.9191919191919191,0.37341374988672354
1.9444444444444444,0.3867226747155252
1.9696969696969697,0.38507957103193496
1.9949494949494948,0.36850904126661
2.0202020202020203,0.33842028761581217
2.0454545454545454,0.2972738959710232
2.0707070707070705,0.24816926920930413
2.095959595959596,0.19446192047668384
2.121212121212121,0.13948026096687055
2.1464646464646466,0.08634873232993559
2.1717171717171717,0.03787418244852447
2.196969696969697,-0.0035654438886286418
2.2222222222222223,-0.036177577667615084
2.2474747474747474,-0.05897107444318738
2.2727272727272725,-0.07200720156718173
2.297979797979798,-0.0766268851887451
2.323232323232323,-0.07557194839765265
2.3484848484848486,-0.07290300391718975
2.3737373737373737,-0.07360414172313103
2.398989898989899,-0.08275494892182296
2.4242424242424243,-0.10415840659120854
2.4494949494949494,-0.13835499338341553
2.474747474747475,-0.18000976162013704
2.5,-0.21465675434445147
